nct_id,adverse_event,severity,frequency,serious,drug,target
NCT00000093,Arrhythmia,Life-threatening,23,False,Trastuzumab,HER2
NCT00000094,Rash,Mild,37,True,Ipilimumab,CTLA-4
NCT00000094,Hepatitis,Life-threatening,7,True,Ipilimumab,CTLA-4
NCT00000094,Pneumonitis,Moderate,29,True,Ipilimumab,CTLA-4
NCT00000094,Colitis,Moderate,35,False,Ipilimumab,CTLA-4
NCT00000094,Thyroiditis,Mild,100,True,Ipilimumab,CTLA-4
NCT00000095,Pneumonitis,Severe,78,False,Pembrolizumab,PD-1
NCT00000095,Rash,Severe,55,False,Pembrolizumab,PD-1
NCT00000095,Hepatitis,Severe,59,False,Pembrolizumab,PD-1
NCT00000095,Colitis,Moderate,60,False,Pembrolizumab,PD-1
NCT00000095,Thyroiditis,Life-threatening,75,True,Pembrolizumab,PD-1
NCT00000096,Pruritus,Severe,39,True,Rituximab,CD20
NCT00000096,Fever,Life-threatening,9,False,Rituximab,CD20
NCT00000096,Rash,Severe,82,False,Rituximab,CD20
NCT00000097,Pruritus,Moderate,67,True,Cetuximab,EGFR
NCT00000097,Dry skin,Mild,77,False,Cetuximab,EGFR
NCT00000097,Acneiform rash,Severe,88,True,Cetuximab,EGFR
NCT00000097,Rash,Mild,84,False,Cetuximab,EGFR
NCT00000098,Arrhythmia,Mild,75,True,Trastuzumab,HER2
NCT00000098,Heart failure,Severe,93,True,Trastuzumab,HER2
NCT00000098,Hypertension,Life-threatening,86,False,Trastuzumab,HER2
NCT00000098,Cardiac dysfunction,Severe,22,True,Trastuzumab,HER2
NCT00000099,Hypertension,Moderate,88,False,Bevacizumab,VEGF
NCT00000099,Thromboembolism,Mild,29,False,Bevacizumab,VEGF
NCT00000099,Proteinuria,Moderate,96,False,Bevacizumab,VEGF
NCT00000099,Bleeding,Life-threatening,43,False,Bevacizumab,VEGF
NCT00000100,Sepsis,Mild,82,True,Tocilizumab,IL-6
NCT00000100,Pneumonia,Life-threatening,25,True,Tocilizumab,IL-6
NCT00000100,Infection,Life-threatening,68,False,Tocilizumab,IL-6
NCT00000100,Tuberculosis,Life-threatening,7,True,Tocilizumab,IL-6
NCT00000101,Chills,Moderate,41,True,Rituximab,CD20
NCT00000101,Fever,Mild,63,False,Rituximab,CD20
NCT00000101,Pruritus,Moderate,41,True,Rituximab,CD20
NCT00000101,Rash,Mild,58,False,Rituximab,CD20
NCT00000102,Pneumonia,Mild,17,False,Adalimumab,TNF-alpha
NCT00000102,Sepsis,Life-threatening,52,False,Adalimumab,TNF-alpha
NCT00000102,Infection,Life-threatening,50,True,Adalimumab,TNF-alpha
NCT00000102,Tuberculosis,Mild,69,True,Adalimumab,TNF-alpha
NCT00000103,Sepsis,Mild,87,True,Tocilizumab,IL-6
NCT00000103,Infection,Moderate,29,False,Tocilizumab,IL-6
NCT00000103,Pneumonia,Severe,17,True,Tocilizumab,IL-6
NCT00000103,Tuberculosis,Life-threatening,65,False,Tocilizumab,IL-6
NCT00000104,Infusion reaction,Life-threatening,94,False,Rituximab,CD20
NCT00000104,Pruritus,Life-threatening,88,True,Rituximab,CD20
NCT00000104,Chills,Severe,63,False,Rituximab,CD20
NCT00000104,Fever,Moderate,22,False,Rituximab,CD20
NCT00000105,Pneumonitis,Moderate,28,True,Pembrolizumab,PD-1
NCT00000105,Rash,Moderate,16,False,Pembrolizumab,PD-1
NCT00000105,Hepatitis,Mild,49,False,Pembrolizumab,PD-1
NCT00000106,Rash,Mild,7,True,Ipilimumab,CTLA-4
NCT00000106,Colitis,Life-threatening,57,False,Ipilimumab,CTLA-4
NCT00000106,Hepatitis,Mild,71,False,Ipilimumab,CTLA-4
NCT00000106,Thyroiditis,Life-threatening,90,True,Ipilimumab,CTLA-4
NCT00000106,Pneumonitis,Moderate,89,True,Ipilimumab,CTLA-4
NCT00000107,Dry skin,Moderate,54,True,Cetuximab,EGFR
NCT00000107,Pruritus,Mild,37,True,Cetuximab,EGFR
NCT00000107,Rash,Mild,64,True,Cetuximab,EGFR
NCT00000107,Acneiform rash,Moderate,100,False,Cetuximab,EGFR
NCT00000108,Pneumonia,Moderate,6,False,Adalimumab,TNF-alpha
NCT00000108,Tuberculosis,Moderate,89,False,Adalimumab,TNF-alpha
NCT00000108,Sepsis,Severe,31,True,Adalimumab,TNF-alpha
NCT00000108,Infection,Mild,86,True,Adalimumab,TNF-alpha
NCT00000109,Pruritus,Mild,100,True,Rituximab,CD20
NCT00000109,Rash,Mild,33,True,Rituximab,CD20
NCT00000109,Infusion reaction,Life-threatening,38,False,Rituximab,CD20
NCT00000110,Cardiac dysfunction,Severe,47,False,Trastuzumab,HER2
NCT00000110,Hypertension,Life-threatening,95,True,Trastuzumab,HER2
NCT00000110,Arrhythmia,Mild,98,True,Trastuzumab,HER2
NCT00000110,Heart failure,Mild,18,True,Trastuzumab,HER2
NCT00000111,Sepsis,Severe,44,True,Adalimumab,TNF-alpha
NCT00000111,Pneumonia,Mild,52,False,Adalimumab,TNF-alpha
NCT00000111,Tuberculosis,Life-threatening,35,False,Adalimumab,TNF-alpha
NCT00000111,Infection,Life-threatening,54,True,Adalimumab,TNF-alpha
NCT00000112,Acneiform rash,Moderate,14,False,Cetuximab,EGFR
NCT00000112,Pruritus,Life-threatening,73,False,Cetuximab,EGFR
NCT00000112,Rash,Moderate,79,False,Cetuximab,EGFR
NCT00000113,Hypertension,Life-threatening,15,False,Bevacizumab,VEGF
NCT00000113,Bleeding,Life-threatening,6,True,Bevacizumab,VEGF
NCT00000113,Proteinuria,Severe,84,False,Bevacizumab,VEGF
NCT00000113,Thromboembolism,Mild,91,True,Bevacizumab,VEGF
NCT00000114,Hepatitis,Severe,85,False,Ipilimumab,CTLA-4
NCT00000114,Colitis,Moderate,72,True,Ipilimumab,CTLA-4
NCT00000114,Pneumonitis,Mild,83,True,Ipilimumab,CTLA-4
NCT00000114,Thyroiditis,Life-threatening,64,True,Ipilimumab,CTLA-4
NCT00000114,Rash,Mild,97,False,Ipilimumab,CTLA-4
NCT00000115,Pneumonia,Moderate,71,False,Adalimumab,TNF-alpha
NCT00000115,Tuberculosis,Life-threatening,31,True,Adalimumab,TNF-alpha
NCT00000115,Sepsis,Life-threatening,57,False,Adalimumab,TNF-alpha
NCT00000115,Infection,Mild,64,False,Adalimumab,TNF-alpha
NCT00000116,Colitis,Life-threatening,53,True,Ipilimumab,CTLA-4
NCT00000116,Thyroiditis,Mild,12,False,Ipilimumab,CTLA-4
NCT00000116,Hepatitis,Moderate,84,False,Ipilimumab,CTLA-4
NCT00000116,Rash,Severe,47,True,Ipilimumab,CTLA-4
NCT00000116,Pneumonitis,Moderate,59,False,Ipilimumab,CTLA-4
NCT00000117,Dizziness,Mild,13,True,Blinatumomab,CD19/CD3
NCT00000117,Headache,Mild,44,False,Blinatumomab,CD19/CD3
NCT00000117,Tremor,Severe,71,False,Blinatumomab,CD19/CD3
NCT00000117,Seizure,Mild,6,True,Blinatumomab,CD19/CD3
NCT00000117,Confusion,Life-threatening,18,False,Blinatumomab,CD19/CD3
NCT00000118,Hepatitis,Mild,51,True,Pembrolizumab,PD-1
NCT00000118,Pneumonitis,Life-threatening,25,False,Pembrolizumab,PD-1
NCT00000118,Colitis,Mild,97,False,Pembrolizumab,PD-1
NCT00000119,Cardiac dysfunction,Moderate,64,True,Trastuzumab,HER2
NCT00000119,Heart failure,Mild,71,False,Trastuzumab,HER2
NCT00000119,Arrhythmia,Life-threatening,66,True,Trastuzumab,HER2
NCT00000120,Thromboembolism,Life-threatening,85,False,Bevacizumab,VEGF
NCT00000120,Bleeding,Life-threatening,54,True,Bevacizumab,VEGF
NCT00000120,Hypertension,Severe,51,False,Bevacizumab,VEGF
NCT00000120,Proteinuria,Severe,58,True,Bevacizumab,VEGF
NCT00000121,Rash,Moderate,26,True,Rituximab,CD20
NCT00000121,Fever,Severe,88,False,Rituximab,CD20
NCT00000121,Pruritus,Moderate,91,True,Rituximab,CD20
NCT00000121,Chills,Severe,91,True,Rituximab,CD20
NCT00000122,Dizziness,Life-threatening,2,True,Blinatumomab,CD19/CD3
NCT00000122,Headache,Mild,49,True,Blinatumomab,CD19/CD3
NCT00000122,Tremor,Mild,86,True,Blinatumomab,CD19/CD3
NCT00000122,Seizure,Moderate,35,True,Blinatumomab,CD19/CD3
NCT00000122,Confusion,Severe,88,False,Blinatumomab,CD19/CD3
NCT00000123,Rash,Mild,46,False,Cetuximab,EGFR
NCT00000123,Pruritus,Mild,79,True,Cetuximab,EGFR
NCT00000123,Acneiform rash,Life-threatening,31,False,Cetuximab,EGFR
NCT00000123,Dry skin,Mild,49,False,Cetuximab,EGFR
NCT00000124,Hepatitis,Life-threatening,29,False,Pembrolizumab,PD-1
NCT00000124,Colitis,Moderate,100,True,Pembrolizumab,PD-1
NCT00000124,Thyroiditis,Severe,58,True,Pembrolizumab,PD-1
NCT00000124,Pneumonitis,Mild,24,True,Pembrolizumab,PD-1
NCT00000124,Rash,Mild,49,True,Pembrolizumab,PD-1
NCT00000125,Pruritus,Moderate,75,False,Cetuximab,EGFR
NCT00000125,Dry skin,Mild,43,False,Cetuximab,EGFR
NCT00000125,Acneiform rash,Moderate,6,True,Cetuximab,EGFR
NCT00000125,Rash,Severe,77,True,Cetuximab,EGFR
NCT00000126,Pruritus,Severe,68,True,Rituximab,CD20
NCT00000126,Fever,Moderate,67,True,Rituximab,CD20
NCT00000126,Chills,Moderate,54,False,Rituximab,CD20
NCT00000126,Rash,Mild,45,True,Rituximab,CD20
NCT00000126,Infusion reaction,Moderate,85,False,Rituximab,CD20
NCT00000127,Tremor,Mild,86,False,Blinatumomab,CD19/CD3
NCT00000127,Dizziness,Life-threatening,31,True,Blinatumomab,CD19/CD3
NCT00000127,Confusion,Mild,88,False,Blinatumomab,CD19/CD3
NCT00000127,Seizure,Life-threatening,15,False,Blinatumomab,CD19/CD3
NCT00000127,Headache,Severe,70,False,Blinatumomab,CD19/CD3
NCT00000128,Pruritus,Life-threatening,63,True,Daratumumab,CD38
NCT00000128,Fever,Severe,84,True,Daratumumab,CD38
NCT00000128,Rash,Severe,66,True,Daratumumab,CD38
NCT00000129,Chills,Mild,27,True,Daratumumab,CD38
NCT00000129,Infusion reaction,Life-threatening,14,True,Daratumumab,CD38
NCT00000129,Fever,Life-threatening,83,True,Daratumumab,CD38
NCT00000130,Seizure,Mild,10,True,Blinatumomab,CD19/CD3
NCT00000130,Confusion,Moderate,33,True,Blinatumomab,CD19/CD3
NCT00000130,Dizziness,Moderate,34,False,Blinatumomab,CD19/CD3
NCT00000130,Tremor,Life-threatening,58,False,Blinatumomab,CD19/CD3
NCT00000130,Headache,Life-threatening,41,True,Blinatumomab,CD19/CD3
NCT00000131,Infusion reaction,Mild,46,True,Daratumumab,CD38
NCT00000131,Pruritus,Severe,88,False,Daratumumab,CD38
NCT00000131,Fever,Mild,37,False,Daratumumab,CD38
NCT00000131,Rash,Life-threatening,51,True,Daratumumab,CD38
NCT00000131,Chills,Life-threatening,21,True,Daratumumab,CD38
NCT00000132,Headache,Severe,87,False,Blinatumomab,CD19/CD3
NCT00000132,Tremor,Mild,71,True,Blinatumomab,CD19/CD3
NCT00000132,Dizziness,Mild,6,True,Blinatumomab,CD19/CD3
NCT00000132,Confusion,Life-threatening,69,True,Blinatumomab,CD19/CD3
NCT00000133,Thromboembolism,Life-threatening,83,True,Bevacizumab,VEGF
NCT00000133,Bleeding,Moderate,24,True,Bevacizumab,VEGF
NCT00000133,Proteinuria,Severe,25,True,Bevacizumab,VEGF
NCT00000133,Hypertension,Moderate,86,True,Bevacizumab,VEGF
NCT00000134,Rash,Mild,26,False,Daratumumab,CD38
NCT00000134,Infusion reaction,Severe,46,True,Daratumumab,CD38
NCT00000134,Chills,Moderate,13,False,Daratumumab,CD38
NCT00000134,Pruritus,Mild,25,False,Daratumumab,CD38
NCT00000134,Fever,Life-threatening,58,False,Daratumumab,CD38
NCT00000135,Bleeding,Severe,55,True,Bevacizumab,VEGF
NCT00000135,Proteinuria,Mild,41,True,Bevacizumab,VEGF
NCT00000135,Hypertension,Moderate,92,False,Bevacizumab,VEGF
NCT00000135,Thromboembolism,Severe,47,True,Bevacizumab,VEGF
NCT00000136,Arrhythmia,Severe,100,False,Trastuzumab,HER2
NCT00000136,Heart failure,Life-threatening,71,True,Trastuzumab,HER2
NCT00000136,Hypertension,Moderate,83,True,Trastuzumab,HER2
NCT00000136,Cardiac dysfunction,Severe,18,True,Trastuzumab,HER2
NCT00000137,Infusion reaction,Moderate,5,False,Daratumumab,CD38
NCT00000137,Pruritus,Life-threatening,84,True,Daratumumab,CD38
NCT00000137,Rash,Severe,51,True,Daratumumab,CD38
NCT00000137,Fever,Severe,18,False,Daratumumab,CD38
NCT00000137,Chills,Mild,51,False,Daratumumab,CD38
NCT00000138,Hypertension,Moderate,58,True,Bevacizumab,VEGF
NCT00000138,Bleeding,Moderate,73,True,Bevacizumab,VEGF
NCT00000138,Proteinuria,Life-threatening,46,True,Bevacizumab,VEGF
NCT00000138,Thromboembolism,Moderate,98,False,Bevacizumab,VEGF
NCT00000139,Colitis,Mild,86,True,Ipilimumab,CTLA-4
NCT00000139,Hepatitis,Severe,50,False,Ipilimumab,CTLA-4
NCT00000139,Pneumonitis,Life-threatening,6,True,Ipilimumab,CTLA-4
NCT00000139,Rash,Severe,14,False,Ipilimumab,CTLA-4
NCT00000140,Sepsis,Life-threatening,47,True,Tocilizumab,IL-6
NCT00000140,Tuberculosis,Severe,49,True,Tocilizumab,IL-6
NCT00000140,Infection,Life-threatening,46,False,Tocilizumab,IL-6
NCT00000140,Pneumonia,Life-threatening,62,True,Tocilizumab,IL-6
NCT00000141,Chills,Severe,28,True,Daratumumab,CD38
NCT00000141,Rash,Moderate,21,False,Daratumumab,CD38
NCT00000141,Infusion reaction,Mild,85,True,Daratumumab,CD38
NCT00000141,Fever,Life-threatening,43,True,Daratumumab,CD38
NCT00000141,Pruritus,Life-threatening,87,False,Daratumumab,CD38
NCT00000142,Pneumonia,Mild,32,True,Adalimumab,TNF-alpha
NCT00000142,Sepsis,Moderate,74,True,Adalimumab,TNF-alpha
NCT00000142,Infection,Moderate,81,True,Adalimumab,TNF-alpha
NCT00000142,Tuberculosis,Moderate,8,True,Adalimumab,TNF-alpha
NCT00000143,Acneiform rash,Severe,11,True,Cetuximab,EGFR
NCT00000143,Pruritus,Life-threatening,78,False,Cetuximab,EGFR
NCT00000143,Dry skin,Life-threatening,22,True,Cetuximab,EGFR
NCT00000143,Rash,Life-threatening,77,True,Cetuximab,EGFR
NCT00000144,Seizure,Mild,30,False,Blinatumomab,CD19/CD3
NCT00000144,Tremor,Life-threatening,17,True,Blinatumomab,CD19/CD3
NCT00000144,Confusion,Mild,26,False,Blinatumomab,CD19/CD3
NCT00000144,Dizziness,Moderate,78,True,Blinatumomab,CD19/CD3
NCT00000144,Headache,Moderate,61,True,Blinatumomab,CD19/CD3
NCT00000145,Rash,Mild,100,False,Cetuximab,EGFR
NCT00000145,Dry skin,Life-threatening,48,True,Cetuximab,EGFR
NCT00000145,Acneiform rash,Life-threatening,30,False,Cetuximab,EGFR
NCT00000145,Pruritus,Life-threatening,45,True,Cetuximab,EGFR
NCT00000146,Pneumonitis,Severe,77,False,Pembrolizumab,PD-1
NCT00000146,Hepatitis,Severe,25,True,Pembrolizumab,PD-1
NCT00000146,Rash,Mild,74,True,Pembrolizumab,PD-1
NCT00000146,Colitis,Mild,49,True,Pembrolizumab,PD-1
NCT00000146,Thyroiditis,Severe,53,False,Pembrolizumab,PD-1
NCT00000147,Pneumonia,Severe,69,False,Adalimumab,TNF-alpha
NCT00000147,Tuberculosis,Severe,79,False,Adalimumab,TNF-alpha
NCT00000147,Sepsis,Life-threatening,97,True,Adalimumab,TNF-alpha
NCT00000148,Dizziness,Severe,40,False,Blinatumomab,CD19/CD3
NCT00000148,Headache,Life-threatening,95,True,Blinatumomab,CD19/CD3
NCT00000148,Confusion,Mild,96,True,Blinatumomab,CD19/CD3
NCT00000148,Seizure,Life-threatening,90,True,Blinatumomab,CD19/CD3
NCT00000148,Tremor,Mild,28,False,Blinatumomab,CD19/CD3
NCT00000149,Infection,Mild,19,False,Adalimumab,TNF-alpha
NCT00000149,Tuberculosis,Life-threatening,12,True,Adalimumab,TNF-alpha
NCT00000149,Pneumonia,Severe,29,False,Adalimumab,TNF-alpha
NCT00000149,Sepsis,Mild,78,True,Adalimumab,TNF-alpha
NCT00000150,Headache,Moderate,82,False,Blinatumomab,CD19/CD3
NCT00000150,Dizziness,Life-threatening,2,True,Blinatumomab,CD19/CD3
NCT00000150,Tremor,Severe,25,True,Blinatumomab,CD19/CD3
NCT00000150,Seizure,Moderate,79,True,Blinatumomab,CD19/CD3
NCT00000150,Confusion,Mild,47,True,Blinatumomab,CD19/CD3
NCT00000151,Infection,Life-threatening,46,False,Tocilizumab,IL-6
NCT00000151,Tuberculosis,Life-threatening,76,True,Tocilizumab,IL-6
NCT00000151,Sepsis,Mild,95,True,Tocilizumab,IL-6
NCT00000151,Pneumonia,Mild,71,False,Tocilizumab,IL-6
NCT00000152,Pruritus,Moderate,59,False,Rituximab,CD20
NCT00000152,Fever,Mild,34,True,Rituximab,CD20
NCT00000152,Chills,Life-threatening,65,True,Rituximab,CD20
NCT00000152,Rash,Mild,65,False,Rituximab,CD20
NCT00000152,Infusion reaction,Severe,15,False,Rituximab,CD20
NCT00000153,Bleeding,Life-threatening,99,True,Bevacizumab,VEGF
NCT00000153,Proteinuria,Severe,100,False,Bevacizumab,VEGF
NCT00000153,Thromboembolism,Life-threatening,76,True,Bevacizumab,VEGF
NCT00000153,Hypertension,Life-threatening,15,False,Bevacizumab,VEGF
NCT00000154,Proteinuria,Moderate,41,False,Bevacizumab,VEGF
NCT00000154,Bleeding,Severe,67,True,Bevacizumab,VEGF
NCT00000154,Hypertension,Severe,32,False,Bevacizumab,VEGF
NCT00000155,Thyroiditis,Moderate,61,False,Ipilimumab,CTLA-4
NCT00000155,Hepatitis,Severe,28,False,Ipilimumab,CTLA-4
NCT00000155,Colitis,Moderate,96,True,Ipilimumab,CTLA-4
NCT00000156,Pneumonia,Moderate,30,True,Tocilizumab,IL-6
NCT00000156,Infection,Moderate,80,False,Tocilizumab,IL-6
NCT00000156,Sepsis,Moderate,100,True,Tocilizumab,IL-6
NCT00000156,Tuberculosis,Mild,11,False,Tocilizumab,IL-6
NCT00000157,Colitis,Life-threatening,74,False,Pembrolizumab,PD-1
NCT00000157,Rash,Life-threatening,24,False,Pembrolizumab,PD-1
NCT00000157,Pneumonitis,Life-threatening,29,True,Pembrolizumab,PD-1
NCT00000157,Hepatitis,Mild,68,False,Pembrolizumab,PD-1
NCT00000157,Thyroiditis,Life-threatening,70,True,Pembrolizumab,PD-1
NCT00000158,Sepsis,Mild,90,False,Adalimumab,TNF-alpha
NCT00000158,Pneumonia,Severe,89,True,Adalimumab,TNF-alpha
NCT00000158,Infection,Mild,87,True,Adalimumab,TNF-alpha
NCT00000158,Tuberculosis,Life-threatening,75,True,Adalimumab,TNF-alpha
NCT00000159,Arrhythmia,Severe,31,False,Trastuzumab,HER2
NCT00000159,Hypertension,Life-threatening,79,False,Trastuzumab,HER2
NCT00000159,Heart failure,Severe,24,False,Trastuzumab,HER2
NCT00000159,Cardiac dysfunction,Life-threatening,27,False,Trastuzumab,HER2
NCT00000160,Hepatitis,Moderate,74,True,Ipilimumab,CTLA-4
NCT00000160,Rash,Moderate,13,False,Ipilimumab,CTLA-4
NCT00000160,Pneumonitis,Moderate,72,False,Ipilimumab,CTLA-4
NCT00000160,Thyroiditis,Life-threatening,26,True,Ipilimumab,CTLA-4
NCT00000160,Colitis,Moderate,61,True,Ipilimumab,CTLA-4
NCT00000161,Tuberculosis,Life-threatening,39,False,Tocilizumab,IL-6
NCT00000161,Pneumonia,Mild,51,True,Tocilizumab,IL-6
NCT00000161,Infection,Moderate,8,True,Tocilizumab,IL-6
NCT00000161,Sepsis,Severe,61,True,Tocilizumab,IL-6
NCT00000162,Fever,Severe,3,False,Daratumumab,CD38
NCT00000162,Pruritus,Mild,45,True,Daratumumab,CD38
NCT00000162,Chills,Moderate,100,False,Daratumumab,CD38
NCT00000162,Rash,Severe,42,False,Daratumumab,CD38
NCT00000162,Infusion reaction,Life-threatening,11,False,Daratumumab,CD38
NCT00000163,Tremor,Severe,54,False,Blinatumomab,CD19/CD3
NCT00000163,Headache,Mild,11,True,Blinatumomab,CD19/CD3
NCT00000163,Dizziness,Severe,30,False,Blinatumomab,CD19/CD3
NCT00000163,Confusion,Severe,84,False,Blinatumomab,CD19/CD3
NCT00000163,Seizure,Severe,78,False,Blinatumomab,CD19/CD3
NCT00000164,Headache,Moderate,24,True,Blinatumomab,CD19/CD3
NCT00000164,Tremor,Moderate,94,True,Blinatumomab,CD19/CD3
NCT00000164,Dizziness,Severe,96,True,Blinatumomab,CD19/CD3
NCT00000164,Seizure,Moderate,22,False,Blinatumomab,CD19/CD3
NCT00000164,Confusion,Mild,13,True,Blinatumomab,CD19/CD3
NCT00000165,Pruritus,Mild,34,True,Daratumumab,CD38
NCT00000165,Infusion reaction,Mild,84,False,Daratumumab,CD38
NCT00000165,Rash,Severe,30,True,Daratumumab,CD38
NCT00000165,Chills,Severe,57,True,Daratumumab,CD38
NCT00000165,Fever,Moderate,68,True,Daratumumab,CD38
NCT00000166,Confusion,Life-threatening,60,False,Blinatumomab,CD19/CD3
NCT00000166,Tremor,Life-threatening,18,True,Blinatumomab,CD19/CD3
NCT00000166,Seizure,Life-threatening,81,False,Blinatumomab,CD19/CD3
NCT00000167,Sepsis,Mild,57,False,Tocilizumab,IL-6
NCT00000167,Pneumonia,Severe,53,False,Tocilizumab,IL-6
NCT00000167,Tuberculosis,Moderate,39,True,Tocilizumab,IL-6
NCT00000167,Infection,Mild,67,True,Tocilizumab,IL-6
NCT00000168,Sepsis,Life-threatening,39,True,Adalimumab,TNF-alpha
NCT00000168,Pneumonia,Life-threatening,38,True,Adalimumab,TNF-alpha
NCT00000168,Infection,Mild,71,False,Adalimumab,TNF-alpha
NCT00000168,Tuberculosis,Moderate,53,False,Adalimumab,TNF-alpha
NCT00000169,Pneumonitis,Moderate,34,True,Ipilimumab,CTLA-4
NCT00000169,Rash,Life-threatening,81,True,Ipilimumab,CTLA-4
NCT00000169,Hepatitis,Severe,37,False,Ipilimumab,CTLA-4
NCT00000169,Thyroiditis,Life-threatening,25,True,Ipilimumab,CTLA-4
NCT00000169,Colitis,Moderate,18,False,Ipilimumab,CTLA-4
NCT00000170,Headache,Life-threatening,25,False,Blinatumomab,CD19/CD3
NCT00000170,Dizziness,Mild,20,True,Blinatumomab,CD19/CD3
NCT00000170,Seizure,Mild,24,True,Blinatumomab,CD19/CD3
NCT00000171,Bleeding,Moderate,12,True,Bevacizumab,VEGF
NCT00000171,Hypertension,Mild,64,True,Bevacizumab,VEGF
NCT00000171,Thromboembolism,Severe,54,False,Bevacizumab,VEGF
NCT00000171,Proteinuria,Life-threatening,48,False,Bevacizumab,VEGF
NCT00000172,Infection,Mild,35,False,Adalimumab,TNF-alpha
NCT00000172,Pneumonia,Mild,70,False,Adalimumab,TNF-alpha
NCT00000172,Tuberculosis,Moderate,25,False,Adalimumab,TNF-alpha
NCT00000172,Sepsis,Life-threatening,2,True,Adalimumab,TNF-alpha
NCT00000173,Chills,Moderate,59,True,Daratumumab,CD38
NCT00000173,Rash,Moderate,61,False,Daratumumab,CD38
NCT00000173,Pruritus,Severe,42,True,Daratumumab,CD38
NCT00000173,Infusion reaction,Mild,96,True,Daratumumab,CD38
NCT00000173,Fever,Severe,62,False,Daratumumab,CD38
NCT00000174,Pruritus,Moderate,82,False,Cetuximab,EGFR
NCT00000174,Rash,Severe,2,True,Cetuximab,EGFR
NCT00000174,Dry skin,Severe,75,True,Cetuximab,EGFR
NCT00000174,Acneiform rash,Life-threatening,32,True,Cetuximab,EGFR
NCT00000175,Dizziness,Moderate,48,True,Blinatumomab,CD19/CD3
NCT00000175,Headache,Moderate,21,False,Blinatumomab,CD19/CD3
NCT00000175,Tremor,Mild,88,False,Blinatumomab,CD19/CD3
NCT00000176,Cardiac dysfunction,Mild,17,False,Trastuzumab,HER2
NCT00000176,Hypertension,Moderate,41,False,Trastuzumab,HER2
NCT00000176,Heart failure,Life-threatening,94,True,Trastuzumab,HER2
NCT00000176,Arrhythmia,Mild,89,False,Trastuzumab,HER2
NCT00000177,Thromboembolism,Life-threatening,72,False,Bevacizumab,VEGF
NCT00000177,Proteinuria,Life-threatening,25,True,Bevacizumab,VEGF
NCT00000177,Hypertension,Severe,42,False,Bevacizumab,VEGF
NCT00000177,Bleeding,Severe,77,True,Bevacizumab,VEGF
NCT00000178,Dizziness,Severe,34,False,Blinatumomab,CD19/CD3
NCT00000178,Seizure,Life-threatening,1,False,Blinatumomab,CD19/CD3
NCT00000178,Headache,Moderate,3,False,Blinatumomab,CD19/CD3
NCT00000179,Pneumonia,Moderate,68,False,Tocilizumab,IL-6
NCT00000179,Tuberculosis,Moderate,79,False,Tocilizumab,IL-6
NCT00000179,Infection,Severe,53,False,Tocilizumab,IL-6
NCT00000179,Sepsis,Mild,13,True,Tocilizumab,IL-6
NCT00000180,Pneumonia,Moderate,14,False,Adalimumab,TNF-alpha
NCT00000180,Infection,Moderate,13,True,Adalimumab,TNF-alpha
NCT00000180,Sepsis,Life-threatening,85,False,Adalimumab,TNF-alpha
NCT00000181,Sepsis,Mild,2,True,Tocilizumab,IL-6
NCT00000181,Infection,Life-threatening,11,False,Tocilizumab,IL-6
NCT00000181,Pneumonia,Mild,47,False,Tocilizumab,IL-6
NCT00000181,Tuberculosis,Severe,91,True,Tocilizumab,IL-6
NCT00000182,Bleeding,Severe,10,True,Bevacizumab,VEGF
NCT00000182,Proteinuria,Mild,13,True,Bevacizumab,VEGF
NCT00000182,Hypertension,Life-threatening,25,True,Bevacizumab,VEGF
NCT00000182,Thromboembolism,Moderate,73,True,Bevacizumab,VEGF
NCT00000183,Tuberculosis,Life-threatening,90,False,Adalimumab,TNF-alpha
NCT00000183,Sepsis,Mild,22,True,Adalimumab,TNF-alpha
NCT00000183,Infection,Life-threatening,65,False,Adalimumab,TNF-alpha
NCT00000183,Pneumonia,Moderate,69,False,Adalimumab,TNF-alpha
NCT00000184,Sepsis,Life-threatening,98,False,Adalimumab,TNF-alpha
NCT00000184,Tuberculosis,Severe,78,True,Adalimumab,TNF-alpha
NCT00000184,Pneumonia,Moderate,49,False,Adalimumab,TNF-alpha
NCT00000184,Infection,Severe,58,False,Adalimumab,TNF-alpha
NCT00000185,Infection,Mild,67,True,Adalimumab,TNF-alpha
NCT00000185,Sepsis,Severe,1,False,Adalimumab,TNF-alpha
NCT00000185,Tuberculosis,Moderate,28,False,Adalimumab,TNF-alpha
NCT00000185,Pneumonia,Mild,99,False,Adalimumab,TNF-alpha
NCT00000186,Pneumonia,Severe,20,True,Adalimumab,TNF-alpha
NCT00000186,Infection,Severe,47,True,Adalimumab,TNF-alpha
NCT00000186,Sepsis,Moderate,33,False,Adalimumab,TNF-alpha
NCT00000186,Tuberculosis,Mild,74,False,Adalimumab,TNF-alpha
NCT00000187,Pneumonitis,Moderate,63,True,Pembrolizumab,PD-1
NCT00000187,Colitis,Severe,5,False,Pembrolizumab,PD-1
NCT00000187,Hepatitis,Mild,100,True,Pembrolizumab,PD-1
NCT00000187,Rash,Severe,45,False,Pembrolizumab,PD-1
NCT00000187,Thyroiditis,Life-threatening,16,True,Pembrolizumab,PD-1
NCT00000188,Rash,Severe,68,True,Ipilimumab,CTLA-4
NCT00000188,Colitis,Severe,70,True,Ipilimumab,CTLA-4
NCT00000188,Hepatitis,Severe,65,True,Ipilimumab,CTLA-4
