Antibody_Name,Antibody_Type,Indication,Phase,Dose_mg_m2,Dose_Frequency,Enrollment,Duration_Days,Age_Range,Gender,ECOG_Performance,Adverse_Event,Organ_System,Severity,Affected_Patients,Fraction_Affected_%,Reversible,Manageable,Management_Strategy,Time_to_Onset_Days,Resolution_Days,Dose_Reduction_Required,Treatment_Discontinuation,Fatal_Outcome
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 1,400,Monthly,26,209,36-75,Male only,0-2,Severe Hepatotoxicity,Hepatic,Severe,2,7.69,Partial,Yes,"Liver function monitoring, dose adjustment",71,42,No,Yes,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 3,250,Every 3 weeks,96,229,37-71,Male only,0-2,Severe Hepatotoxicity,Hepatic,Severe,7,7.29,Partial,Yes,"Liver function monitoring, dose adjustment",36,7,No,No,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 3,400,Weekly,275,330,49-71,Female only,0-3,Severe Pneumonitis,Respiratory,Severe,20,7.27,Partial,Yes,"Corticosteroids, oxygen therapy",52,27,No,Yes,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 2,250,Monthly,111,175,41-66,Female only,0-1,Severe Hepatotoxicity,Hepatic,Severe,8,7.21,Partial,Yes,"Liver function monitoring, dose adjustment",87,30,Yes,No,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 2,400,Every 3 weeks,208,201,26-75,Male only,0-1,Severe Colitis,Gastrointestinal,Severe,15,7.21,Yes,Yes,"Corticosteroids, infliximab",9,25,No,Yes,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 3,400,Bi-weekly,59,345,27-83,All,1-2,Severe Hepatotoxicity,Hepatic,Severe,4,6.78,Partial,Yes,"Liver function monitoring, dose adjustment",7,18,No,Yes,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 2,250,Monthly,303,208,24-66,Male only,1-2,Severe Colitis,Gastrointestinal,Severe,20,6.6,Yes,Yes,"Corticosteroids, infliximab",13,2,No,No,Yes
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 2,250,Every 3 weeks,46,234,50-76,Male only,1-2,Severe Neuropathy,Neurological,Severe,3,6.52,Partial,Yes,"Dose reduction, pain management",49,18,No,Yes,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 2,250,Every 3 weeks,46,234,50-76,Male only,1-2,Severe Hepatotoxicity,Hepatic,Severe,3,6.52,Partial,Yes,"Liver function monitoring, dose adjustment",14,10,Yes,Yes,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 3,400,Every 3 weeks,185,73,20-73,Male only,0-2,Severe Neuropathy,Neurological,Severe,12,6.49,Partial,Yes,"Dose reduction, pain management",72,16,Yes,No,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 2,250,Monthly,221,140,20-69,Male only,0-2,Severe Neuropathy,Neurological,Severe,14,6.33,Partial,Yes,"Dose reduction, pain management",63,27,No,Yes,Yes
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 3,500,Weekly,182,365,61-83,Female only,0-3,Cytokine Release Syndrome,Immunological,Severe,11,6.04,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",15,58,No,No,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 3,500,Monthly,268,266,18-85,All,0-1,Severe Colitis,Gastrointestinal,Severe,16,5.97,Yes,Yes,"Corticosteroids, infliximab",22,26,Yes,Yes,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 3,400,Every 3 weeks,185,73,20-73,Male only,0-2,Severe Hepatotoxicity,Hepatic,Severe,11,5.95,Partial,Yes,"Liver function monitoring, dose adjustment",23,60,Yes,Yes,Yes
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 1,250,Every 3 weeks,287,359,54-76,All,1-2,Anaphylaxis,Immunological,Severe,17,5.92,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",71,50,No,No,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 1,400,Every 3 weeks,343,69,20-69,Female only,1-2,Severe Myocarditis,Cardiovascular,Severe,20,5.83,Partial,Yes,"Corticosteroids, cardiac support",42,28,No,No,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 1,500,Weekly,122,293,56-72,Female only,1-2,Severe Neutropenia,Hematological,Severe,7,5.74,Yes,Yes,"G-CSF, antibiotics, dose reduction",18,47,No,No,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 3,400,Weekly,227,143,50-73,All,0-3,Severe Hepatotoxicity,Hepatic,Severe,13,5.73,Partial,Yes,"Liver function monitoring, dose adjustment",64,38,No,Yes,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 3,250,Bi-weekly,321,255,48-80,All,0-1,Severe Colitis,Gastrointestinal,Severe,18,5.61,Yes,Yes,"Corticosteroids, infliximab",30,10,Yes,No,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 3,500,Monthly,268,266,18-85,All,0-1,Anaphylaxis,Immunological,Severe,15,5.6,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",56,35,Yes,No,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 1,400,Bi-weekly,73,51,57-66,Female only,0-1,Severe Pneumonitis,Respiratory,Severe,4,5.48,Partial,Yes,"Corticosteroids, oxygen therapy",40,15,Yes,No,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 1,400,Bi-weekly,331,293,46-84,All,0-2,Severe Thrombocytopenia,Hematological,Severe,18,5.44,Yes,Yes,"Platelet transfusion, dose adjustment",29,22,Yes,Yes,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 1,500,Every 3 weeks,325,343,41-73,Male only,0-2,Severe Neuropathy,Neurological,Severe,17,5.23,Partial,Yes,"Dose reduction, pain management",90,37,No,No,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 3,500,Weekly,325,277,18-68,All,0-3,Severe Pneumonitis,Respiratory,Severe,17,5.23,Partial,Yes,"Corticosteroids, oxygen therapy",77,41,No,No,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 2,500,Every 3 weeks,353,194,21-70,Female only,0-3,Severe Thrombocytopenia,Hematological,Severe,18,5.1,Yes,Yes,"Platelet transfusion, dose adjustment",66,17,Yes,No,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 2,500,Every 3 weeks,353,194,21-70,Female only,0-3,Severe Thrombocytopenia,Hematological,Severe,17,4.82,Yes,Yes,"Platelet transfusion, dose adjustment",40,37,No,No,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 1,500,Every 3 weeks,325,343,41-73,Male only,0-2,Cardiac Toxicity,Cardiovascular,Severe,15,4.62,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",41,43,Yes,Yes,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 2,400,Bi-weekly,304,167,34-72,All,0-3,Severe Neutropenia,Hematological,Severe,14,4.61,Yes,Yes,"G-CSF, antibiotics, dose reduction",78,18,Yes,No,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 2,250,Weekly,328,106,59-76,All,1-2,Severe Thrombocytopenia,Hematological,Severe,15,4.57,Yes,Yes,"Platelet transfusion, dose adjustment",77,36,No,No,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 2,250,Weekly,328,106,59-76,All,1-2,Anaphylaxis,Immunological,Severe,15,4.57,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",62,36,No,No,Yes
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 2,400,Bi-weekly,379,361,61-80,All,0-2,Anaphylaxis,Immunological,Severe,17,4.49,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",80,9,Yes,No,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 3,500,Monthly,268,266,18-85,All,0-1,Cytokine Release Syndrome,Immunological,Severe,12,4.48,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",73,10,Yes,No,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 2,250,Weekly,405,210,19-71,Male only,0-1,Anaphylaxis,Immunological,Severe,18,4.44,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",24,16,No,Yes,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 1,250,Bi-weekly,227,258,26-74,Male only,0-2,Cardiac Toxicity,Cardiovascular,Severe,10,4.41,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",87,6,Yes,No,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 3,400,Weekly,227,143,50-73,All,0-3,Cardiac Toxicity,Cardiovascular,Severe,10,4.41,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",78,39,Yes,No,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 2,400,Every 3 weeks,208,201,26-75,Male only,0-1,Severe Neutropenia,Hematological,Severe,9,4.33,Yes,Yes,"G-CSF, antibiotics, dose reduction",51,31,No,No,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 1,250,Every 3 weeks,335,31,65-73,All,0-1,Severe Thrombocytopenia,Hematological,Severe,14,4.18,Yes,Yes,"Platelet transfusion, dose adjustment",44,20,Yes,Yes,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 1,500,Monthly,410,212,28-75,Female only,0-2,Cytokine Release Syndrome,Immunological,Severe,17,4.15,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",40,8,No,No,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 1,400,Bi-weekly,73,51,57-66,Female only,0-1,Severe Colitis,Gastrointestinal,Severe,3,4.11,Yes,Yes,"Corticosteroids, infliximab",4,52,No,No,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 1,400,Bi-weekly,73,51,57-66,Female only,0-1,Cardiac Toxicity,Cardiovascular,Severe,3,4.11,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",58,54,No,No,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 3,500,Monthly,419,208,37-69,Male only,0-2,Severe Myocarditis,Cardiovascular,Severe,17,4.06,Partial,Yes,"Corticosteroids, cardiac support",5,8,No,No,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 2,400,Bi-weekly,379,361,61-80,All,0-2,Cytokine Release Syndrome,Immunological,Severe,15,3.96,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",18,26,Yes,Yes,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 1,250,Bi-weekly,227,258,26-74,Male only,0-2,Severe Neuropathy,Neurological,Severe,9,3.96,Partial,Yes,"Dose reduction, pain management",19,1,Yes,Yes,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 1,500,Monthly,101,171,52-70,Female only,0-2,Severe Thrombocytopenia,Hematological,Severe,4,3.96,Yes,Yes,"Platelet transfusion, dose adjustment",10,44,Yes,Yes,Yes
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 1,500,Monthly,360,193,42-66,All,0-2,Cytokine Release Syndrome,Immunological,Severe,14,3.89,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",43,55,Yes,Yes,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 1,400,Monthly,26,209,36-75,Male only,0-2,Severe Neuropathy,Neurological,Severe,1,3.85,Partial,Yes,"Dose reduction, pain management",21,8,Yes,Yes,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 1,400,Monthly,26,209,36-75,Male only,0-2,Severe Neuropathy,Neurological,Severe,1,3.85,Partial,Yes,"Dose reduction, pain management",23,49,No,No,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 1,400,Monthly,26,209,36-75,Male only,0-2,Severe Colitis,Gastrointestinal,Severe,1,3.85,Yes,Yes,"Corticosteroids, infliximab",30,51,No,No,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 2,500,Every 3 weeks,453,200,36-73,Male only,0-2,Severe Pneumonitis,Respiratory,Severe,17,3.75,Partial,Yes,"Corticosteroids, oxygen therapy",23,59,No,Yes,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 2,250,Weekly,405,210,19-71,Male only,0-1,Severe Neuropathy,Neurological,Severe,15,3.7,Partial,Yes,"Dose reduction, pain management",84,21,Yes,Yes,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 2,400,Every 3 weeks,432,155,21-69,Female only,0-1,Severe Pneumonitis,Respiratory,Severe,16,3.7,Partial,Yes,"Corticosteroids, oxygen therapy",68,12,No,Yes,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 3,250,Every 3 weeks,497,77,53-83,Male only,0-3,Severe Neutropenia,Hematological,Severe,18,3.62,Yes,Yes,"G-CSF, antibiotics, dose reduction",74,27,No,Yes,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 2,400,Bi-weekly,304,167,34-72,All,0-3,Severe Neuropathy,Neurological,Severe,11,3.62,Partial,Yes,"Dose reduction, pain management",71,6,Yes,Yes,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 1,250,Every 3 weeks,426,84,47-77,Male only,0-3,Cardiac Toxicity,Cardiovascular,Severe,15,3.52,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",17,31,No,No,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 3,400,Weekly,227,143,50-73,All,0-3,Severe Hepatotoxicity,Hepatic,Severe,8,3.52,Partial,Yes,"Liver function monitoring, dose adjustment",8,37,Yes,No,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 2,250,Weekly,405,210,19-71,Male only,0-1,Severe Thrombocytopenia,Hematological,Severe,14,3.46,Yes,Yes,"Platelet transfusion, dose adjustment",82,41,Yes,Yes,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 3,250,Bi-weekly,321,255,48-80,All,0-1,Cardiac Toxicity,Cardiovascular,Severe,11,3.43,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",15,44,No,Yes,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 3,500,Monthly,268,266,18-85,All,0-1,Cytokine Release Syndrome,Immunological,Severe,9,3.36,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",14,2,Yes,Yes,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 3,250,Every 3 weeks,60,270,42-71,All,1-2,Severe Pneumonitis,Respiratory,Severe,2,3.33,Partial,Yes,"Corticosteroids, oxygen therapy",35,40,Yes,No,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 1,400,Bi-weekly,331,293,46-84,All,0-2,Cardiac Toxicity,Cardiovascular,Severe,11,3.32,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",36,31,Yes,No,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 2,500,Weekly,302,85,20-83,Female only,0-1,Anaphylaxis,Immunological,Severe,10,3.31,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",64,30,No,Yes,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 1,500,Weekly,122,293,56-72,Female only,1-2,Severe Colitis,Gastrointestinal,Severe,4,3.28,Yes,Yes,"Corticosteroids, infliximab",15,48,No,Yes,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 1,400,Every 3 weeks,343,69,20-69,Female only,1-2,Severe Thrombocytopenia,Hematological,Severe,11,3.21,Yes,Yes,"Platelet transfusion, dose adjustment",66,20,No,Yes,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 1,400,Weekly,470,154,18-83,Male only,1-2,Severe Thrombocytopenia,Hematological,Severe,15,3.19,Yes,Yes,"Platelet transfusion, dose adjustment",57,24,No,No,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 3,400,Weekly,227,143,50-73,All,0-3,Severe Colitis,Gastrointestinal,Severe,7,3.08,Yes,Yes,"Corticosteroids, infliximab",13,8,Yes,No,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 3,500,Weekly,325,277,18-68,All,0-3,Cytokine Release Syndrome,Immunological,Severe,10,3.08,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",42,24,Yes,Yes,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 2,250,Monthly,303,208,24-66,Male only,1-2,Severe Myocarditis,Cardiovascular,Severe,9,2.97,Partial,Yes,"Corticosteroids, cardiac support",4,50,Yes,Yes,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 2,500,Every 3 weeks,453,200,36-73,Male only,0-2,Severe Thrombocytopenia,Hematological,Severe,13,2.87,Yes,Yes,"Platelet transfusion, dose adjustment",59,16,Yes,Yes,Yes
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 1,250,Monthly,461,92,18-69,Male only,0-3,Severe Neuropathy,Neurological,Severe,13,2.82,Partial,Yes,"Dose reduction, pain management",43,29,Yes,Yes,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 2,400,Every 3 weeks,432,155,21-69,Female only,0-1,Severe Neutropenia,Hematological,Severe,12,2.78,Yes,Yes,"G-CSF, antibiotics, dose reduction",76,15,Yes,No,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 3,500,Weekly,325,277,18-68,All,0-3,Severe Pneumonitis,Respiratory,Severe,9,2.77,Partial,Yes,"Corticosteroids, oxygen therapy",44,49,Yes,No,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 1,250,Every 3 weeks,335,31,65-73,All,0-1,Severe Colitis,Gastrointestinal,Severe,9,2.69,Yes,Yes,"Corticosteroids, infliximab",52,44,No,Yes,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 3,250,Monthly,187,257,55-76,Male only,1-2,Anaphylaxis,Immunological,Severe,5,2.67,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",18,35,Yes,No,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 2,500,Every 3 weeks,453,200,36-73,Male only,0-2,Severe Thrombocytopenia,Hematological,Severe,12,2.65,Yes,Yes,"Platelet transfusion, dose adjustment",28,38,Yes,No,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 2,400,Every 3 weeks,208,201,26-75,Male only,0-1,Severe Thrombocytopenia,Hematological,Severe,5,2.4,Yes,Yes,"Platelet transfusion, dose adjustment",3,42,Yes,No,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 3,500,Monthly,419,208,37-69,Male only,0-2,Severe Neutropenia,Hematological,Severe,10,2.39,Yes,Yes,"G-CSF, antibiotics, dose reduction",59,7,Yes,Yes,Yes
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 3,400,Weekly,275,330,49-71,Female only,0-3,Severe Neuropathy,Neurological,Severe,6,2.18,Partial,Yes,"Dose reduction, pain management",74,16,No,No,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 3,400,Weekly,275,330,49-71,Female only,0-3,Severe Myocarditis,Cardiovascular,Severe,6,2.18,Partial,Yes,"Corticosteroids, cardiac support",30,2,No,No,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 3,400,Every 3 weeks,185,73,20-73,Male only,0-2,Cytokine Release Syndrome,Immunological,Severe,4,2.16,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",30,36,Yes,No,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 1,400,Every 3 weeks,343,69,20-69,Female only,1-2,Severe Colitis,Gastrointestinal,Severe,7,2.04,Yes,Yes,"Corticosteroids, infliximab",46,3,No,Yes,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 2,400,Bi-weekly,304,167,34-72,All,0-3,Severe Hepatotoxicity,Hepatic,Severe,6,1.97,Partial,Yes,"Liver function monitoring, dose adjustment",61,49,Yes,Yes,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 3,250,Bi-weekly,321,255,48-80,All,0-1,Severe Neutropenia,Hematological,Severe,6,1.87,Yes,Yes,"G-CSF, antibiotics, dose reduction",53,2,Yes,Yes,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 1,400,Bi-weekly,331,293,46-84,All,0-2,Severe Colitis,Gastrointestinal,Severe,6,1.81,Yes,Yes,"Corticosteroids, infliximab",61,41,No,No,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 3,400,Bi-weekly,59,345,27-83,All,1-2,Cytokine Release Syndrome,Immunological,Severe,1,1.69,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",13,48,No,No,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 2,500,Weekly,484,350,33-82,All,0-3,Severe Hepatotoxicity,Hepatic,Severe,8,1.65,Partial,Yes,"Liver function monitoring, dose adjustment",70,52,Yes,Yes,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 2,400,Bi-weekly,379,361,61-80,All,0-2,Severe Hepatotoxicity,Hepatic,Severe,6,1.58,Partial,Yes,"Liver function monitoring, dose adjustment",19,53,No,Yes,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 3,500,Weekly,325,277,18-68,All,0-3,Severe Neuropathy,Neurological,Severe,5,1.54,Partial,Yes,"Dose reduction, pain management",28,50,No,Yes,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 3,400,Weekly,275,330,49-71,Female only,0-3,Severe Pneumonitis,Respiratory,Severe,4,1.45,Partial,Yes,"Corticosteroids, oxygen therapy",81,30,Yes,No,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 3,500,Monthly,419,208,37-69,Male only,0-2,Severe Colitis,Gastrointestinal,Severe,6,1.43,Yes,Yes,"Corticosteroids, infliximab",47,41,No,No,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 3,500,Monthly,419,208,37-69,Male only,0-2,Severe Hepatotoxicity,Hepatic,Severe,6,1.43,Partial,Yes,"Liver function monitoring, dose adjustment",53,45,No,Yes,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 2,250,Monthly,303,208,24-66,Male only,1-2,Severe Hepatotoxicity,Hepatic,Severe,4,1.32,Partial,Yes,"Liver function monitoring, dose adjustment",51,30,No,Yes,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 2,400,Bi-weekly,304,167,34-72,All,0-3,Cytokine Release Syndrome,Immunological,Severe,4,1.32,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",76,5,Yes,Yes,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 3,500,Bi-weekly,461,326,58-65,All,0-3,Severe Neuropathy,Neurological,Severe,5,1.08,Partial,Yes,"Dose reduction, pain management",27,2,No,Yes,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 2,400,Bi-weekly,379,361,61-80,All,0-2,Anaphylaxis,Immunological,Severe,4,1.06,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",67,2,No,No,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 1,250,Every 3 weeks,287,359,54-76,All,1-2,Severe Colitis,Gastrointestinal,Severe,3,1.05,Yes,Yes,"Corticosteroids, infliximab",20,39,Yes,No,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 2,500,Weekly,484,350,33-82,All,0-3,Severe Thrombocytopenia,Hematological,Severe,5,1.03,Yes,Yes,"Platelet transfusion, dose adjustment",33,32,Yes,Yes,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 2,400,Every 3 weeks,208,201,26-75,Male only,0-1,Severe Colitis,Gastrointestinal,Severe,2,0.96,Yes,Yes,"Corticosteroids, infliximab",18,58,No,No,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 3,250,Bi-weekly,321,255,48-80,All,0-1,Severe Neuropathy,Neurological,Severe,3,0.93,Partial,Yes,"Dose reduction, pain management",5,55,No,Yes,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 1,250,Every 3 weeks,335,31,65-73,All,0-1,Severe Neutropenia,Hematological,Severe,3,0.9,Yes,Yes,"G-CSF, antibiotics, dose reduction",7,34,Yes,No,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 2,500,Monthly,376,32,29-83,All,0-1,Cardiac Toxicity,Cardiovascular,Severe,3,0.8,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",33,5,No,Yes,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 2,500,Weekly,302,85,20-83,Female only,0-1,Cytokine Release Syndrome,Immunological,Severe,2,0.66,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",61,50,Yes,Yes,Yes
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 1,400,Bi-weekly,331,293,46-84,All,0-2,Cytokine Release Syndrome,Immunological,Severe,2,0.6,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",55,6,Yes,Yes,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 3,250,Monthly,187,257,55-76,Male only,1-2,Severe Thrombocytopenia,Hematological,Severe,1,0.53,Yes,Yes,"Platelet transfusion, dose adjustment",86,43,No,No,Yes
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 1,500,Monthly,410,212,28-75,Female only,0-2,Severe Thrombocytopenia,Hematological,Severe,2,0.49,Yes,Yes,"Platelet transfusion, dose adjustment",32,14,No,Yes,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 1,250,Every 3 weeks,335,31,65-73,All,0-1,Cytokine Release Syndrome,Immunological,Severe,1,0.3,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",84,33,No,Yes,No
Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 1,500,Monthly,410,212,28-75,Female only,0-2,Severe Myocarditis,Cardiovascular,Severe,1,0.24,Partial,Yes,"Corticosteroids, cardiac support",44,7,No,No,No
Cetuximab,Anti-EGFR,Head and Neck Cancer,Phase 2,500,Every 3 weeks,453,200,36-73,Male only,0-2,Severe Colitis,Gastrointestinal,Severe,1,0.22,Yes,Yes,"Corticosteroids, infliximab",66,44,Yes,No,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 1,8,Every 3 weeks,130,85,40-65,Male only,0-2,Severe Pneumonitis,Respiratory,Severe,13,10.0,Partial,Yes,"Corticosteroids, oxygen therapy",9,52,No,No,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 1,8,Every 3 weeks,130,85,40-65,Male only,0-2,Severe Neuropathy,Neurological,Severe,12,9.23,Partial,Yes,"Dose reduction, pain management",88,24,No,No,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 3,16,Monthly,132,362,32-84,Male only,0-2,Severe Hepatotoxicity,Hepatic,Severe,12,9.09,Partial,Yes,"Liver function monitoring, dose adjustment",78,37,Yes,No,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 1,1800,Bi-weekly,100,191,39-67,Female only,0-1,Cytokine Release Syndrome,Immunological,Severe,9,9.0,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",4,17,Yes,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 3,16,Bi-weekly,233,204,31-80,All,0-1,Severe Colitis,Gastrointestinal,Severe,20,8.58,Yes,Yes,"Corticosteroids, infliximab",72,36,Yes,No,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 1,8,Bi-weekly,71,53,48-70,Male only,0-2,Cytokine Release Syndrome,Immunological,Severe,6,8.45,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",63,54,Yes,Yes,No
